## MB CDI: WGs

# Note: no stress, alternates (/) on separate lines, phrases on same line, shh removed

Children
Word      	Length    	PS1       	PS2       	PS3       	PS4       	PS5       	PS6       	PS7       	PS8       	PS9       	PS10      	PS11      	PS12      	PS13      	PS14      	PS15      	PS16      	PS sum    	PS avg    	B1        	B2        	B3        	B4        	B5        	B6        	B7        	B8        	B9        	B10       	B11       	B12       	B13       	B14       	B15       	B sum     	B avg     	ND        	Neighbors 
los       	3         	0.029934  	0.157271  	0.071438  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.258643  	0.086214  	0.002468  	0.010354  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.012822  	0.006411  	5         	os tos nos dos laos 
un        	2         	0.006818  	0.034769  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.041587  	0.020793  	0.002533  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.002533  	0.002533  	7         	u pun Tun uno en an aun 
una       	3         	0.006818  	0.034769  	0.072185  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.113772  	0.037924  	0.002533  	0.001989  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.004521  	0.002261  	8         	un luna kuna uba uJa uno unai ana 
unas      	4         	0.006818  	0.034769  	0.072185  	0.029895  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.143667  	0.035917  	0.002533  	0.001989  	0.005543  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.010065  	0.003355  	1         	unai 
unos      	4         	0.006818  	0.034769  	0.028331  	0.029895  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.099812  	0.024953  	0.002533  	0.001882  	0.001323  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.005738  	0.001913  	2         	uno nos 
mas       	3         	0.084687  	0.24001   	0.071438  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.396135  	0.132045  	0.033765  	0.017283  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.051047  	0.025524  	4         	ma4 ras mal bas 
muCo      	4         	0.084687  	0.060123  	0.015547  	0.122568  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.282925  	0.070731  	0.005209  	0.00552   	0.00376   	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.014489  	0.00483   	1         	CuCo 
nada      	4         	0.027132  	0.24001   	0.028468  	0.189762  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.485373  	0.121343  	0.008919  	0.007647  	0.007282  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.023847  	0.007949  	5         	ada nada4 nana kada naLa 
noai      	4         	0.027132  	0.157271  	0.072185  	0.09605   	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.352639  	0.08816   	0.006192  	0.00066   	0.001206  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.008058  	0.002686  	0         	
ot4abeT   	7         	0.0235    	0.006095  	0.117979  	0.189762  	0.008453  	0.084942  	0.015039  	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.44577   	0.063681  	0.00164   	0.002746  	0.020941  	0.002223  	0.000498  	0.000866  	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.028914  	0.004819  	0         	
tambjen   	7         	0.064761  	0.24001   	0.048747  	0.031384  	0.017844  	0.084942  	0.087029  	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.574717  	0.082102  	0.01119   	0.019211  	0.009489  	0.005053  	0.006157  	0.014285  	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.065385  	0.010897  	0         	
todo      	4         	0.064761  	0.157271  	0.028468  	0.122568  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.373067  	0.093267  	0.015488  	0.003911  	0.005049  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.024448  	0.008149  	3         	to4o kodo dodo 
Za        	2         	0.011097  	0.24001   	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.251107  	0.125554  	0.003669  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.003669  	0.003669  	5         	a xa wa ta Zo 
abaxo     	5         	0.101366  	0.014938  	0.072185  	0.010096  	0.086982  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.285567  	0.057113  	0.012321  	0.002457  	0.002308  	0.001991  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.019077  	0.004769  	1         	baxo 
adent4o   	7         	0.101366  	0.005896  	0.07349   	0.036554  	0.079448  	0.153336  	0.15296   	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.60305   	0.08615   	0.003745  	0.002569  	0.010776  	0.008816  	0.007549  	0.027711  	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.061166  	0.010194  	1         	dent4o 
afwe4a    	6         	0.101366  	0.000544  	0.006026  	0.119055  	0.160437  	0.226442  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.61387   	0.102312  	0.000544  	0.000559  	0.003075  	0.040049  	0.024807  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.069034  	0.013807  	1         	fwe4a 
aLa       	3         	0.101366  	0.003959  	0.072185  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.17751   	0.05917   	0.002929  	0.001337  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.004266  	0.002133  	12        	asa raLa ana naLa ama ala aka kaLa ada aba baLa aLi 
aLi       	3         	0.101366  	0.003959  	0.035894  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.141218  	0.047073  	0.002929  	0.000684  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.003613  	0.001807  	4         	ai asi aki aLa 
aki       	3         	0.101366  	0.010599  	0.035894  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.147859  	0.049286  	0.005867  	0.001579  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.007446  	0.003723  	4         	ai asi aLi aka 
ariba     	5         	0.101366  	0.004584  	0.035894  	0.031384  	0.172201  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.345429  	0.069086  	0.004091  	0.000809  	0.001523  	0.014719  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.021142  	0.005286  	1         	aiba 
at4as     	5         	0.101366  	0.006095  	0.117979  	0.189762  	0.021509  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.436712  	0.087342  	0.004456  	0.002746  	0.020941  	0.004644  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.032788  	0.008197  	0         	
enTima    	6         	0.055104  	0.034769  	0.020257  	0.09605   	0.012244  	0.226442  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.444866  	0.074144  	0.017501  	0.002624  	0.006167  	0.00179   	0.005225  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.033307  	0.006661  	0         	
de        	2         	0.044229  	0.148072  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.192301  	0.096151  	0.021894  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.021894  	0.021894  	8         	te se re me le ke be do 
en        	2         	0.055104  	0.034769  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.089873  	0.044937  	0.017501  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.017501  	0.017501  	4         	el un ei an 
pa4a      	4         	0.112732  	0.24001   	0.117979  	0.189762  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.660483  	0.165121  	0.034335  	0.048279  	0.020941  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.103554  	0.034518  	12        	pa4 paxa xa4a pata sa4a pa4a4 papa pala la4a ka4a pa4o pe4a 
Adults
Word      	Length    	PS1       	PS2       	PS3       	PS4       	PS5       	PS6       	PS7       	PS8       	PS9       	PS10      	PS11      	PS12      	PS13      	PS14      	PS15      	PS16      	PS sum    	PS avg    	B1        	B2        	B3        	B4        	B5        	B6        	B7        	B8        	B9        	B10       	B11       	B12       	B13       	B14       	B15       	B sum     	B avg     	ND        	Neighbors 
an        	2         	0.096142  	0.034888  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.13103   	0.065515  	0.010986  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.010986  	0.010986  	12        	a tan san pan aT au aun un ai ane en ana 
ai        	2         	0.096142  	0.09512   	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.191263  	0.095631  	0.002742  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.002742  	0.002742  	15        	a i wi ti asi si an ni mi aki di aT aLi au oi 
bee       	3         	0.079448  	0.159741  	0.076263  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.315451  	0.10515   	0.016914  	0.00058   	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.017494  	0.008747  	5         	be be be4 beT bebe 
mee       	3         	0.08041   	0.159741  	0.076263  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.316414  	0.105471  	0.013617  	0.00058   	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.014197  	0.007099  	3         	me me mes 
kwakwa    	6         	0.127606  	0.035333  	0.069202  	0.028339  	0.003605  	0.213001  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.477085  	0.079514  	0.009593  	0.012544  	0.002337  	0.000712  	0.000735  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.025922  	0.005184  	0         	
gwagwa    	6         	0.028657  	0.035333  	0.069202  	0.019457  	0.003605  	0.213001  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.369255  	0.061542  	0.004617  	0.012544  	0.000655  	0.001397  	0.000735  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.019948  	0.00399   	0         	
mjau      	4         	0.08041   	0.022133  	0.069202  	0.026496  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.19824   	0.04956   	0.002012  	0.003033  	0.00192   	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.006965  	0.002322  	1         	mja4 
muu       	3         	0.08041   	0.054065  	0.013209  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.147684  	0.049228  	0.004686  	0         	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.004686  	0.002343  	0         	
piopio    	6         	0.111755  	0.09512   	0.029795  	0.026101  	0.057223  	0.147341  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.467336  	0.077889  	0.014971  	0.002175  	0.000584  	0.002209  	0         	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.019939  	0.003988  	0         	
pipi      	4         	0.111755  	0.09512   	0.031075  	0.095078  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.333028  	0.083257  	0.014971  	0.000729  	0.007617  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.023317  	0.007772  	5         	piti pili pepi pipa papi 
pun       	3         	0.111755  	0.054065  	0.091292  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.257112  	0.085704  	0.003468  	0.005952  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.00942   	0.00471   	4         	un pin pan aun 
kiki4iki  	8         	0.127606  	0.09512   	0.05226   	0.095078  	0.159779  	0.061922  	0.013661  	0.043331  	--        	--        	--        	--        	--        	--        	--        	--        	0.648758  	0.081095  	0.003519  	0.009675  	0.007321  	0.010641  	0.008834  	0.01015   	0         	--        	--        	--        	--        	--        	--        	--        	--        	0.050139  	0.007163  	0         	
tutu      	4         	0.063798  	0.054065  	0.052635  	0.026496  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.196995  	0.049249  	0.003662  	0.001083  	0.004093  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.008837  	0.002946  	0         	
abexa     	5         	0.096142  	0.013298  	0.076263  	0.010191  	0.16254   	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.358435  	0.071687  	0.010532  	0.003505  	0.003209  	0.004178  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.021424  	0.005356  	1         	obexa 
animal    	6         	0.096142  	0.034888  	0.036595  	0.020678  	0.16254   	0.035149  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.385992  	0.064332  	0.010986  	0.00182   	0.003901  	0.008701  	0.012656  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.038063  	0.007613  	1         	anima4 
a4aJa     	5         	0.096142  	0.062393  	0.069202  	0.002039  	0.16254   	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.392316  	0.078463  	0.006287  	0.016721  	0.000472  	0.000863  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.024343  	0.006086  	1         	a4aJa4 
a4diLa    	6         	0.096142  	0.062393  	0.026641  	0.095078  	0.012534  	0.213001  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.505789  	0.084298  	0.006287  	0.002906  	0.003178  	0.005647  	0.006706  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.024726  	0.004945  	0         	
borego    	6         	0.079448  	0.155636  	0.015592  	0.121792  	0.012567  	0.147341  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.532375  	0.088729  	0.013365  	0.005388  	0.004076  	0.003177  	0.001273  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.027279  	0.005456  	0         	
buo       	3         	0.079448  	0.054065  	0.029795  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.163308  	0.054436  	0.004367  	0         	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.004367  	0.002184  	2         	buro bjo 
buro      	4         	0.079448  	0.054065  	0.015592  	0.12035   	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.269454  	0.067363  	0.004367  	0.001418  	0.00436   	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.010146  	0.003382  	2         	Curo baro 
kabaLo    	6         	0.127606  	0.229284  	0.050349  	0.184129  	0.012534  	0.147341  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.751243  	0.125207  	0.052785  	0.017722  	0.009785  	0.005678  	0.006225  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.092195  	0.018439  	0         	
kab4a     	5         	0.127606  	0.229284  	0.050349  	0.057391  	0.16254   	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.627171  	0.125434  	0.052785  	0.017722  	0.007928  	0.008966  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.0874    	0.02185   	2         	ka4a ab4a 
konexo    	6         	0.127606  	0.155636  	0.091292  	0.121792  	0.012436  	0.147341  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.656103  	0.109351  	0.043916  	0.02285   	0.007394  	0.002855  	0.003929  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.080943  	0.016189  	0         	
elefante  	8         	0.058292  	0.028905  	0.076263  	0.003286  	0.16254   	0.068266  	0.083662  	0.060876  	--        	--        	--        	--        	--        	--        	--        	--        	0.54209   	0.067761  	0.003367  	0.005646  	0.000891  	0.000598  	0.01735   	0.026382  	0.034215  	--        	--        	--        	--        	--        	--        	--        	--        	0.088448  	0.012635  	1         	elegante 
gaLina    	6         	0.028657  	0.229284  	0.018981  	0.095078  	0.07855   	0.213001  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.663551  	0.110592  	0.008361  	0.008262  	0.001062  	0.017549  	0.020676  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.055911  	0.011182  	0         	
gato      	4         	0.028657  	0.229284  	0.052635  	0.12035   	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.430926  	0.107732  	0.008361  	0.013358  	0.010192  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.031911  	0.010637  	5         	rato pato nato gafo gaLo 
gwaxolote 	9         	0.028657  	0.035333  	0.069202  	0.010191  	0.088732  	0.035149  	0.149308  	0.045491  	0.072754  	--        	--        	--        	--        	--        	--        	--        	0.534816  	0.059424  	0.004617  	0.012544  	0.003379  	0.001755  	0.003499  	0.01032   	0         	0.029406  	--        	--        	--        	--        	--        	--        	--        	0.065519  	0.00819   	0         	
ipopotamo 	9         	0.022575  	0.006355  	0.029795  	0.026101  	0.088732  	0.054358  	0.190037  	0.004663  	0.175596  	--        	--        	--        	--        	--        	--        	--        	0.598212  	0.066468  	0.000503  	0.000637  	0.000584  	0.00477   	0.001365  	0.033907  	0.002749  	0         	--        	--        	--        	--        	--        	--        	--        	0.044515  	0.005564  	0         	
o4miga    	6         	0.024311  	0.062393  	0.05063   	0.095078  	0.012567  	0.213001  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.457979  	0.07633   	0.005512  	0.001874  	0.006218  	0.003669  	0.007886  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.02516   	0.005032  	0         	
xi4afa    	6         	0.02315   	0.09512   	0.11152   	0.184129  	0.002613  	0.213001  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.629533  	0.104922  	0.001241  	0.010204  	0.0193    	0.000288  	0.002836  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.033869  	0.006774  	0         	
leon      	4         	0.027376  	0.159741  	0.029795  	0.037318  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.25423   	0.063558  	0.007475  	0.002279  	0.002805  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.012558  	0.004186  	1         	leo 
lobo      	4         	0.027376  	0.155636  	0.050349  	0.12035   	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.353711  	0.088428  	0.002044  	0.008687  	0.007019  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.017749  	0.005916  	2         	loko globo 
ma4iposa  	8         	0.08041   	0.229284  	0.11152   	0.095078  	0.01296   	0.147341  	0.032818  	0.239625  	--        	--        	--        	--        	--        	--        	--        	--        	0.949036  	0.11863   	0.032391  	0.043065  	0.01053   	0.001748  	0.003092  	0.008166  	0.01189   	--        	--        	--        	--        	--        	--        	--        	--        	0.110882  	0.01584   	0         	
mono      	4         	0.08041   	0.155636  	0.091292  	0.12035   	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.447688  	0.111922  	0.015113  	0.02285   	0.007851  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.045813  	0.015271  	6         	monto moto moro moTo moJo mano 
moska     	5         	0.08041   	0.155636  	0.077156  	0.028339  	0.16254   	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.504081  	0.100816  	0.015113  	0.011061  	0.010286  	0.013251  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.04971   	0.012428  	0         	
oso       	3         	0.024311  	0.035176  	0.029795  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.089282  	0.029761  	0.002737  	0.001253  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.00399   	0.001995  	6         	os oxo soso oCo osi eso 
paxa4o    	6         	0.111755  	0.229284  	0.022734  	0.184129  	0.159779  	0.147341  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.855022  	0.142504  	0.032623  	0.007908  	0.008458  	0.0628    	0.019733  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.131523  	0.026305  	0         	
pato      	4         	0.111755  	0.229284  	0.052635  	0.12035   	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.514024  	0.128506  	0.032623  	0.013358  	0.010192  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.056173  	0.018724  	13        	paso pasto pa4o rato papo nato palo plato pako gato patjo peto pata 
pero      	4         	0.111755  	0.159741  	0.015592  	0.12035   	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.407437  	0.101859  	0.025537  	0.002878  	0.00436   	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.032775  	0.010925  	6         	peto peso pe4o pelo pego peLo 
peskado   	7         	0.111755  	0.159741  	0.077156  	0.028339  	0.16254   	0.034942  	0.149308  	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.723781  	0.103397  	0.025537  	0.023246  	0.010286  	0.013251  	0.010687  	0.016721  	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.099727  	0.016621  	1         	pesado 
pingwino  	8         	0.111755  	0.09512   	0.091292  	0.019457  	0.003605  	0.061922  	0.084278  	0.169631  	--        	--        	--        	--        	--        	--        	--        	--        	0.637061  	0.079633  	0.014971  	0.013013  	0.003802  	0.001397  	0.000414  	0.018039  	0.014842  	--        	--        	--        	--        	--        	--        	--        	--        	0.066477  	0.009497  	0         	
poLito    	6         	0.111755  	0.155636  	0.018981  	0.095078  	0.073147  	0.147341  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.601938  	0.100323  	0.014287  	0.002447  	0.001062  	0.02037   	0.023479  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.061646  	0.012329  	0         	
pwe4ko    	6         	0.111755  	0.035333  	0.076263  	0.057391  	0.02582   	0.147341  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.453903  	0.07565   	0.003919  	0.020582  	0.015163  	0.001576  	0.011484  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.052724  	0.010545  	1         	pwe4to 
rana      	4         	0.034709  	0.229284  	0.091292  	0.184129  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.539414  	0.134854  	0.006698  	0.027315  	0.010946  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.044958  	0.014986  	8         	ana raxa rata nana rama lana gana raLa 
raton     	5         	0.034709  	0.229284  	0.052635  	0.12035   	0.07855   	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.515529  	0.103106  	0.006698  	0.013358  	0.010192  	0.019039  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.049286  	0.012322  	2         	rato raTon 
tig4e     	5         	0.063798  	0.09512   	0.024912  	0.057391  	0.095506  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.336727  	0.067345  	0.008104  	0.003231  	0.001156  	0.014476  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.026967  	0.006742  	0         	
to4tuga   	7         	0.063798  	0.155636  	0.11152   	0.073825  	0.011248  	0.011752  	0.190037  	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.617818  	0.08826   	0.014381  	0.023513  	0.011407  	0.002094  	0.001863  	0.00531   	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.058569  	0.009762  	0         	
baka      	4         	0.079448  	0.229284  	0.05226   	0.184129  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.545121  	0.13628   	0.026004  	0.010093  	0.017667  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.053764  	0.017921  	15        	aka baxa xaka bata taka saka ba4a ba4ka bara paka bala kaka baLa bako boka 
benado    	6         	0.079448  	0.159741  	0.091292  	0.184129  	0.040828  	0.147341  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.702778  	0.11713   	0.016914  	0.020959  	0.010946  	0.012202  	0.019815  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.080835  	0.016167  	2         	bendo Zenado 
abjon     	5         	0.096142  	0.013298  	0.00479   	0.12035   	0.07855   	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.313131  	0.062626  	0.010532  	0.000331  	0.001244  	0.019039  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.031145  	0.007786  	0         	
ba4ko     	5         	0.079448  	0.229284  	0.11152   	0.028339  	0.088732  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.537323  	0.107465  	0.026004  	0.043065  	0.008081  	0.010224  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.087375  	0.021844  	6         	bako basko banko ma4ko Ca4ko ba4ka 
biTikleta 	9         	0.079448  	0.09512   	0.021688  	0.095078  	0.02582   	0.035149  	0.078755  	0.045491  	0.173992  	--        	--        	--        	--        	--        	--        	--        	0.65054   	0.072282  	0.008997  	0.001782  	0.006739  	0.010582  	0.000933  	0.003358  	0.010037  	0.048953  	--        	--        	--        	--        	--        	--        	--        	0.091382  	0.011423  	0         	
kamjond...	10        	0.127606  	0.229284  	0.05063   	0.021672  	0.088732  	0.068266  	0.028982  	0.060876  	0.002638  	0.226549  	N/A       	N/A       	0.434228  	N/A       	N/A       	N/A       	1.339462  	0.083716  	0.052785  	0.017237  	0.000755  	0.009126  	0.012874  	0.005927  	0.002749  	0         	0.007566  	0         	0         	0         	0         	0         	0         	0.109019  	0.007268  	0         	
kamjon    	6         	0.127606  	0.229284  	0.05063   	0.021672  	0.088732  	0.068266  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.586189  	0.097698  	0.052785  	0.017237  	0.000755  	0.009126  	0.012874  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.092777  	0.018555  	0         	
t4oka     	5         	0.063798  	0.062393  	0.029795  	0.028339  	0.16254   	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.346865  	0.069373  	0.014711  	0.006608  	0.000472  	0.013251  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.035041  	0.00876   	2         	toka t4ona 
kareola   	7         	0.127606  	0.229284  	0.015592  	0.121792  	0.088732  	0.035149  	0.190037  	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.808192  	0.115456  	0.052785  	0.005005  	0.004076  	0.001901  	0.003499  	0.014021  	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.081286  	0.013548  	0         	
karo      	4         	0.127606  	0.229284  	0.015592  	0.12035   	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.492832  	0.123208  	0.052785  	0.005005  	0.00436   	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.06215   	0.020717  	6         	kao kaso ka4o kaCo kabo baro 
koCe      	4         	0.127606  	0.155636  	0.013114  	0.121792  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.418148  	0.104537  	0.043916  	0.003367  	0.003814  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.051097  	0.017032  	2         	noCe kole 
