Children
Word      	Length    	PS1       	PS2       	PS3       	PS4       	PS5       	PS6       	PS7       	PS8       	PS9       	PS10      	PS11      	PS12      	PS13      	PS14      	PS15      	PS sum    	PS avg    	B1        	B2        	B3        	B4        	B5        	B6        	B7        	B8        	B9        	B10       	B11       	B12       	B13       	B14       	B sum     	B avg     	ND        	Neighbors 
du4ATno   	7         	0.072826  	0.044053  	0.091568  	0.059315  	0.028018  	0.085153  	0.080402  	--        	--        	--        	--        	--        	--        	--        	--        	0.461334  	0.065905  	0.001418  	0.004883  	0.006351  	0.001665  	5.9e-05   	0.004984  	--        	--        	--        	--        	--        	--        	--        	--        	0.01936   	0.003227  	0         	
exOtes    	6         	0.081564  	0.002843  	0.009196  	0.075229  	0.067458  	0.060782  	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.297073  	0.049512  	0.001022  	0         	0.000612  	0.010978  	0.012625  	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.025236  	0.005047  	0         	
elOte     	5         	0.081564  	0.031816  	0.009196  	0.075229  	0.067458  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.265264  	0.053053  	0.003596  	0.000948  	0.000612  	0.010978  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.016134  	0.004034  	5         	Elte lOte flOte elIte Elite 
espagEti  	8         	0.081564  	0.036225  	0.03721   	0.083611  	0.017403  	0.034156  	0.063155  	0.028327  	--        	--        	--        	--        	--        	--        	--        	0.381651  	0.047706  	0.025206  	0.006906  	0.00498   	0.002312  	0.000151  	0.002252  	0.004874  	--        	--        	--        	--        	--        	--        	--        	0.046681  	0.006669  	2         	espagEtis espagEti 
f4Esa     	5         	0.0328    	0.080137  	0.025143  	0.042547  	0.074173  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.254799  	0.05096   	0.004696  	0.003385  	0.001954  	0.002724  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.012759  	0.00319   	6         	f4Esas p4Esa f4Ena f4Eska f4eIa f4Esa 
f4ixOles  	8         	0.0328    	0.080137  	0.030015  	0.010011  	0.017702  	0.035345  	0.054851  	0.089449  	--        	--        	--        	--        	--        	--        	--        	0.35031   	0.043789  	0.004696  	0.00614   	0.000674  	0.000201  	0.001219  	0.006458  	0.014162  	--        	--        	--        	--        	--        	--        	--        	0.03355   	0.004793  	1         	f4ixOles 
gaLEta    	6         	0.018952  	0.113085  	0.009682  	0.041917  	0.059345  	0.09297   	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.335952  	0.055992  	0.004454  	0.002975  	0.001402  	0.003259  	0.01192   	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.02401   	0.004802  	4         	gaLEtas gaLEga gaTEta gaLEta 
xelatIna  	8         	0.015369  	0.168005  	0.05951   	0.083611  	0.059345  	0.041677  	0.070483  	0.114141  	--        	--        	--        	--        	--        	--        	--        	0.612141  	0.076518  	0.003756  	0.010273  	0.006798  	0.004259  	0.005969  	0.004417  	0.008015  	--        	--        	--        	--        	--        	--        	--        	0.043486  	0.006212  	0         	
ambu4gEsa 	9         	0.105907  	0.027388  	0.051788  	0.022859  	0.114261  	0.01573   	0.031876  	0.089449  	0.114987  	--        	--        	--        	--        	--        	--        	0.574244  	0.063805  	0.005125  	0.007121  	0.001029  	0.002321  	0.001163  	0.000357  	0.002186  	0.003695  	--        	--        	--        	--        	--        	--        	0.022998  	0.002875  	2         	ambu4gEsas ambu4gEsa 
elAdo     	5         	0.081564  	0.031816  	0.018638  	0.032551  	0.051057  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.215626  	0.043125  	0.003596  	0.003084  	0.00144   	0.003729  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.011849  	0.002962  	10        	lAdo elAdos erAdo pelAdo eCAdo ebAdo belAdo elUdo elAda elAdo 
njEbe     	5         	0.01656   	0.013401  	0.025143  	0.033147  	0.067458  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.15571   	0.031142  	0.000391  	0.006077  	0.001585  	0.005017  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.013069  	0.003267  	5         	nwEbe njEbes njEge njEbe njEba 
jElo      	4         	0.000299  	0.024238  	0.05951   	0.059853  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.143899  	0.035975  	0.000225  	0.001872  	0.004681  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.006778  	0.002259  	16        	jEl Elo wElo jElos jEro relO pElo mElo kElo dElo CElo TElo TjElo bElo jElo jEla 
Odkakes   	7         	0.003411  	0.010592  	0.048923  	0.083611  	0.022926  	0.053667  	0.085137  	--        	--        	--        	--        	--        	--        	--        	--        	0.308268  	0.044038  	0.00016   	0.00032   	0.008825  	0.001282  	0.001418  	0.014612  	--        	--        	--        	--        	--        	--        	--        	--        	0.026616  	0.004436  	0         	
wEbo      	4         	0.00236   	0.024238  	0.051788  	0.059853  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.138239  	0.03456   	0.000778  	0.001251  	0.004019  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.006048  	0.002016  	17        	Ebo wEbos wEso wE4o webOn nwEbo mEbo mwEbo wElo lEbo wEko dEbo TEbo bEbo ZebO ZEbo wEbo 
xamOn     	5         	0.015369  	0.113085  	0.052722  	0.021588  	0.077487  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.280251  	0.05605   	0.0014    	0.007082  	0.001421  	0.005545  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.015449  	0.003862  	9         	amOn xarOn ramOn xapOn mamOn xalOn xabOn xamOn xamOna 
xUgo      	4         	0.015369  	0.012529  	0.027101  	0.059853  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.114852  	0.028713  	0.000793  	0.000287  	0.001721  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.002801  	0.000934  	11        	Ugo xUgos xU4o xUno lUgo fugO xUdo xUTgo xugO xUgo xugE 
lECe      	4         	0.026421  	0.024238  	0.007301  	0.087904  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.145864  	0.036466  	0.001387  	0.000301  	0.000684  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.002371  	0.00079   	14        	lEe eCE ECe lECes lEpe lEle lEde CECe lEbe lEJe luCE lUCe lECo lECe 
likwAdo   	7         	0.026421  	0.061356  	0.048923  	0.007263  	0.055972  	0.052564  	0.080402  	--        	--        	--        	--        	--        	--        	--        	--        	0.332901  	0.047557  	0.004498  	0.003559  	0.001711  	0.001235  	0.013055  	0.018829  	--        	--        	--        	--        	--        	--        	--        	--        	0.042887  	0.007148  	0         	
limonAda  	8         	0.026421  	0.061356  	0.052722  	0.059853  	0.077487  	0.069448  	0.055464  	0.114141  	--        	--        	--        	--        	--        	--        	--        	0.516891  	0.064611  	0.004498  	0.00355   	0.0037    	0.007466  	0.003855  	0.01977   	0.015087  	--        	--        	--        	--        	--        	--        	--        	0.057927  	0.008275  	2         	limonAdas limonAda 
kakawEte  	8         	0.116977  	0.113085  	0.048923  	0.083611  	0.00587   	0.034156  	0.063155  	0.052195  	--        	--        	--        	--        	--        	--        	--        	0.517973  	0.064747  	0.024488  	0.004276  	0.008825  	4.8e-05   	0.001812  	0.002252  	0.012805  	--        	--        	--        	--        	--        	--        	--        	0.054505  	0.007786  	2         	kakawEtes kakawEte 
manI      	4         	0.059878  	0.113085  	0.093701  	0.038026  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.30469   	0.076173  	0.018735  	0.014584  	0.002621  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.035939  	0.01198   	22        	mAn mAi mAxi mAti mAns ma4I mA4i mAnn nAni mAmi mAli mAki fanI danI dAni mAnu mAno mOni mAni mIni mAne manIa 
mantekILa 	9         	0.059878  	0.113085  	0.093701  	0.075229  	0.067458  	0.020782  	0.038985  	0.003993  	0.114987  	--        	--        	--        	--        	--        	--        	0.588098  	0.065344  	0.018735  	0.014584  	0.021591  	0.010978  	0.001517  	0.000339  	0.002387  	0.002022  	--        	--        	--        	--        	--        	--        	0.072152  	0.009019  	1         	mantekILa 
manTAna   	7         	0.059878  	0.113085  	0.093701  	0.021876  	0.055972  	0.085153  	0.103739  	--        	--        	--        	--        	--        	--        	--        	--        	0.533405  	0.076201  	0.018735  	0.014584  	0.00568   	0.001346  	0.011182  	0.009868  	--        	--        	--        	--        	--        	--        	--        	--        	0.061394  	0.010232  	3         	manTAnas manTAno manTAna 
melOn     	5         	0.059878  	0.168005  	0.05951   	0.021588  	0.077487  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.386468  	0.077294  	0.009292  	0.010273  	0.002076  	0.005545  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.027187  	0.006797  	8         	mElo telOn mesOn felOn dElon meCOn melOn molOn 
me4melAda 	9         	0.059878  	0.168005  	0.091568  	0.025577  	0.067458  	0.035345  	0.07828   	0.059166  	0.114987  	--        	--        	--        	--        	--        	--        	0.700264  	0.077807  	0.009292  	0.019366  	0.006721  	0.002743  	0.002495  	0.004455  	0.026076  	0.017638  	--        	--        	--        	--        	--        	--        	0.088785  	0.011098  	2         	me4melAdas me4melAda 
na4Anxa   	7         	0.01656   	0.113085  	0.091568  	0.059315  	0.077487  	0.007936  	0.103739  	--        	--        	--        	--        	--        	--        	--        	--        	0.46969   	0.067099  	0.002983  	0.020147  	0.006351  	0.011139  	0.000442  	0.001262  	--        	--        	--        	--        	--        	--        	--        	--        	0.042324  	0.007054  	3         	na4Anxas na4Anxo na4Anxa 
palEta    	6         	0.09654   	0.113085  	0.05951   	0.041917  	0.059345  	0.09297   	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.463368  	0.077228  	0.015898  	0.013884  	0.003586  	0.003259  	0.01192   	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.048547  	0.009709  	6         	alEta palEtas panEta malEta palEto palEta 
palomItas 	9         	0.09654   	0.113085  	0.05951   	0.059853  	0.023075  	0.041677  	0.063155  	0.114141  	0.119095  	--        	--        	--        	--        	--        	--        	0.690132  	0.076681  	0.015898  	0.013884  	0.004681  	0.003003  	0.001267  	0.007642  	0.017247  	0.032012  	--        	--        	--        	--        	--        	--        	0.095634  	0.011954  	2         	palomIta palomItas 
pAn       	3         	0.09654   	0.034641  	0.093701  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.224882  	0.074961  	0.003599  	0.004678  	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	--        	0.008277  	0.004138  	34        	pA An xAn wAn tAn pAs sAn pA4 rAn mAn pAl plAn lAn kAn pAg gAn fAn dAn pAC CAn pAT bAn ZAn jAn pAu pUn pOn pAin pIn pAne pEn pAna pAn Aan 
pAndUlTe  	8         	0.09654   	0.034641  	0.093701  	0.032551  	0.007746  	0.035345  	0.031498  	0.052195  	--        	--        	--        	--        	--        	--        	--        	0.384217  	0.048027  	0.003599  	0.004678  	0.010535  	0.000914  	0.000957  	0.000127  	0.002597  	--        	--        	--        	--        	--        	--        	--        	0.023407  	0.003344  	0         	
